        JAURES, JEAN;1000;30;84900;2830;;1;1;2;A ESTRENAR;;;;;1;;;;;ARGENPROP.COM/BARRIONORTE;1000 JAURES, JEAN;JEAN JAURES;94;L;BALVANERA;3;4.341.063.997;3
        BELAUSTEGUI, LUIS, DR.;3000;61;141500;2319,7;;3;2;;;;;;;0;SI;;BALCON;;ZONAPROP.COM_VILLA SANTA RITA;3000 BELAUSTEGUI, LUIS, DR.;DR. LUIS BELAUSTEGUI;57;L;VILLA SANTA RITA;11;2.153.947.048;3
        SANTA FE;1800;210;460000;2190,5;;6;5;60;;FRENTE;;;;5;SI;SI;;;ARGENPROP.COM/BARRIONORTE;1800 SANTA FE;AV. SANTA FE;100;L;RECOLETA;2;6.146.826.409;2
        BILLINGHURST;1700;38;100000;2631,6;4;2;1;45;;CONTRAFRENTE;;;;0;SI;;BALCON;;INMUEBLESCLARIN.COM/BARIO NORTE;1700 BILLINGHURST;BILLINGHURST;100;L;RECOLETA;2;6.146.826.409;2
        GUARDIA VIEJA;4200;53;95000;1792,5;1;0;0;10;;FRENTE;LOFT;;;0;;;BALCON;;INMUEBLESCLARIN.COM/ALMAGRO;4200 GUARDIA VIEJA;GUARDIA VIEJA;100;L;ALMAGRO;5;4.051.222.618;3
        11 DE SEPTIEMBRE DE 1888;3900;76;300000;3947,4;;3;2;9;;FRENTE;;;SI;2;SI;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;3900 11 DE SEPTIEMBRE DE 1888;11 DE SEPTIEMBRE DE 1888;100;L;NUÑEZ;13;4.351.538.489;2
        LINIERS VIRREY;100;80;142000;1775;;3;2;;;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/BALVANERA;100 LINIERS VIRREY;VIRREY LINIERS;100;L;ALMAGRO;5;4.051.222.618;3
        YRIGOYEN, HIPOLITO;2500;46;69000;1500;8;2;1;50;;CONTRAFRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/BALVANERA;2500 YRIGOYEN, HIPOLITO;HIPOLITO YRIGOYEN;96;L;BALVANERA;3;4.341.063.997;3
        CONGRESO;4900;86;193000;2244,2;2;4;3;;4;FRENTE;SEMIPISO;;;2;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;4900 CONGRESO;AV. CONGRESO;100;L;VILLA URQUIZA;12;5.448.470.069;3
        VALLE IBERLUCEA DEL DR.;100;70;115000;1642,9;;4;3;10;;FRENTE;;;;1;SI;;TERRAZA;;ZONAPROP/LA BOCA;100 VALLE IBERLUCEA DEL DR.;DR. ENRIQUE DEL VALLE IBERLUCEA;61;R;BOCA;4;5.024.629.902;4
        GAMARRA;1800;49;125000;2551;;2;1;5;;CONTRAFRENTE;DUPLEX;;;1;SI;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;1800 GAMARRA;GAMARRA;100;L;PARQUE CHAS;15;1.384.889.921;3
        GALLO;600;56;140000;2500;;0;0;;;;;;;0;;;;;INMUEBLESCLARIN.COM/ABASTO;600 GALLO;GALLO;100;L;ALMAGRO;5;4.051.222.618;3
        CALDERON DE LA BARCA, PEDRO;900;46;85000;1847,8;;2;1;25;;CONTRAFRENTE;;;SI;0;SI;;;;ARGENPROP.COM/VILLALURO;900 CALDERON DE LA BARCA, PEDRO;PEDRO CALDERON DE LA BARCA;97;L;VELEZ SARSFIELD;10;2.400.948.744;3
        11 DE SEPTIEMBRE DE 1888;4400;97;220000;2268;8;5;4;35;;FRENTE;;;SI;2;;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;4400 11 DE SEPTIEMBRE DE 1888;11 DE SEPTIEMBRE DE 1888;100;L;NUÑEZ;13;4.351.538.489;2
        RIVADAVIA;1200;81;235000;2901,2;;2;1;;A ESTRENAR;FRENTE;;;;1;;;TERRAZA;;ZONAPROP/CENTRO;1200 RIVADAVIA;RIVADAVIA;100;L;MONTSERRAT;1;2.200.624.563;1
        DEL LIBERTADOR;4400;140;398000;2842,9;;4;3;30;;CONTRAFRENTE;;;SI;3;SI;;TERRAZA;;ZONAPROP/BELGRANO;4400 DEL LIBERTADOR;AV. DEL LIBERTADOR;100;L;PALERMO;14;15.773.573.191;2
        CARACAS;300;232;270000;1163,8;;4;4;40;;FRENTE;;SI;;2;SI;SI;TERRAZA;;ZONAPROP/FLORES;300 CARACAS;CARACAS;100;L;FLORES;7;8.594.550.061;3
        SEGUI, F. J., ALTE.;1900;37;65000;1756,8;;1;0;12;;CONTRAFRENTE;;;;0;SI;;BALCON;;ZONAPROP.COM_PATERNAL;1900 SEGUI, F. J., ALTE.;ALMIRANTE F. J. SEGUI;83;L;VILLA GRAL. MITRE;11;2.162.702.276;3
        SANABRIA;3000;90;160000;1777,8;2;3;2;10;;FRENTE;;SI;SI;1;;SI;TERRAZA;;ARGENPROP.COM/VILLADEVOTO;3000 SANABRIA;SANABRIA;100;L;VILLA DEVOTO;11;6.403.818.336;3
        24 DE NOVIEMBRE;100;38;56000;1473,7;7;0;0;60;;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/ALMAGRO;100 24 DE NOVIEMBRE;24 DE NOVIEMBRE;100;L;BALVANERA;3;4.341.063.997;3
        HORNOS, GRAL.;500;66;149000;2270;;3;2;;;LATERAL;;;SI;0;SI;SI;TERRAZA;;ZONAPROP/BARRACAS;500 HORNOS, GRAL.;GENERAL HORNOS;90;L;BARRACAS;4;7.878.302.179;4
        NOGOYA;3300;42;105000;2500;;2;1;;;CONTRAFRENTE;;;;0;SI;;BALCON;;ZONAPROP.COM_VILLA DEL PARQUE;3300 NOGOYA;NOGOYA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        MONTEVIDEO;300;60;115000;1916,7;;3;2;;A ESTRENAR;;;;;2;;SI;;;ZONAPROP.COM_TRIBUNALES;300 MONTEVIDEO;MONTEVIDEO;100;L;SAN NICOLAS;1;2.288.975.233;1
        REPUBLICA DE LA INDIA;2800;214;500000;2336,4;;0;0;;;FRENTE;;;SI;3;SI;SI;BALCON;;ARGENPROP.COM/PALERMO;2800 REPUBLICA DE LA INDIA;REPUBLICA DE LA INDIA;100;L;PALERMO;14;15.773.573.191;2
        SAN MARTIN;4700;48;85000;1770,8;6;1;0;;A ESTRENAR;CONTRAFRENTE;;;SI;1;;;BALCON;;ARGENPROP.COM/AGRONOMIA;4700 SAN MARTIN;AV. SAN MARTIN;100;L;AGRONOMIA;15;2.122.760,91;3
        VERA PENALOZA ROSARIO;400;65;390000;6000;;2;1;4;;FRENTE;;SI;SI;2;SI;;TERRAZA;;ZONAPROP/PUERTO MADERO;400 VERA PENALOZA ROSARIO;BOULEVAR ROSARIO VERA PEÑALOZA;97;L;PUERTO MADERO;1;5.025.406.025;1
        DON BOSCO;4100;64;135000;2109,4;;2;2;25;;;;;;1;SI;SI;BALCON;;ARGENPROP.COM/ALMAGRO;4100 DON BOSCO;DON BOSCO;100;L;ALMAGRO;5;4.051.222.618;3
        ESTADO DE ISRAEL;4600;104;267000;2567,3;;3;3;;A ESTRENAR;CONTRAFRENTE;;SI;SI;2;;;TERRAZA;;ARGENPROP.COM/VILLACRESPO;4600 ESTADO DE ISRAEL;AV. ESTADO DE ISRAEL;100;L;ALMAGRO;5;4.051.222.618;3
        AVALOS;1800;80;220000;2750;4;3;2;15;;CONTRAFRENTE;;;SI;1;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;1800 AVALOS;AVALOS;100;L;PARQUE CHAS;15;1.384.889.921;3
        MIGUELETES;600;240;665000;2770,8;;5;4;;;FRENTE;DUPLEX;SI;SI;5;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;600 MIGUELETES;MIGUELETES;100;L;PALERMO;14;15.773.573.191;2
        CABRERA, JOSE A.;3100;33;96000;2909,1;1;1;0;;;FRENTE;;;;0;SI;;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;3100 CABRERA, JOSE A.;JOSE ANTONIO CABRERA;91;L;RECOLETA;2;6.146.826.409;2
        24 DE NOVIEMBRE;442;27;64000;2370,4;;0;0;;;;;;;0;;;;;INMUEBLESCLARIN.COM/BALVANERA;442 24 DE NOVIEMBRE;24 DE NOVIEMBRE;100;L;BALVANERA;3;4.341.063.997;3
        24 DE NOVIEMBRE;442;38;89000;2342,1;;0;0;;A ESTRENAR;;;;;0;;;BALCON;;INMUEBLESCLARIN.COM/BALVANERA;442 24 DE NOVIEMBRE;24 DE NOVIEMBRE;100;L;BALVANERA;3;4.341.063.997;3
        MATURIN;2600;24;50000;2083,3;;1;0;15;;FRENTE;;;;0;;;BALCON;;ZONAPROP.COM_PATERNAL;2600 MATURIN;MATURIN;100;L;PATERNAL;15;2.229.856.457;3
        LIBERTAD;1300;79;330000;4177,2;;2;2;60;;CONTRAFRENTE;;SI;;2;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1300 LIBERTAD;LIBERTAD;100;L;RETIRO;1;4.547.765.746;1
        MITRE, BARTOLOME;2000;190;300000;1578,9;;5;3;75;;FRENTE;;;;3;SI;SI;;;ZONAPROP/CONGRESO;2000 MITRE, BARTOLOME;BARTOLOME MITRE;95;L;BALVANERA;3;4.341.063.997;3
        TUCUMAN;300;46;89000;1934,8;PB;1;0;60;;CONTRAFRENTE;;;;0;;;;;ZONAPROP.COM_RETIRO;300 TUCUMAN;TUCUMAN;100;L;SAN NICOLAS;1;2.288.975.233;1
        MAGALLANES;1200;66;88000;1333,3;;3;2;;;FRENTE;;;;0;SI;;TERRAZA;;ZONAPROP/LA BOCA;1200 MAGALLANES;MAGALLANES;100;L;BOCA;4;5.024.629.902;4
        DIAZ VELEZ;4800;83;143000;1722,9;;3;2;38;;FRENTE;;;;1;SI;SI;TERRAZA;;ZONAPROP/ALMAGRO;4800 DIAZ VELEZ;AV. DIAZ VELEZ;100;L;CABALLITO;6;6.851.079.059;3
        DRAGONES;2200;585;1450000;2478,6;;5;5;;A ESTRENAR;CONTRAFRENTE;;SI;SI;5;SI;SI;TERRAZA;;ZONAPROP/BELGRANO;2200 DRAGONES;DRAGONES;100;L;BELGRANO;13;7.929.988.805;2
        POSADAS;1600;295;1100000;3728,8;6;5;4;;;;;SI;SI;3;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;1600 POSADAS;POSADAS;100;L;RECOLETA;2;6.146.826.409;2
        DON BOSCO;3700;41;88000;2146,3;8;1;1;35;;CONTRAFRENTE;;;;1;SI;;;;ARGENPROP.COM/ALMAGRO;3700 DON BOSCO;DON BOSCO;100;L;ALMAGRO;5;4.051.222.618;3
        POLA;1100;61;131500;2155,7;;3;2;;;;;;;2;;;;;ZONAPROP.COM_MATADEROS;1100 POLA;POLA;100;L;MATADEROS;9;7.398.564,74;4
        LIBERTAD;1300;436;2100000;4816,5;;5;4;40;;FRENTE;;SI;SI;3;SI;SI;TERRAZA;;ZONAPROP/BARRIO NORTE;1300 LIBERTAD;LIBERTAD;100;L;RETIRO;1;4.547.765.746;1
        3 DE FEBRERO;1200;330;800000;2424,2;1;5;4;25;;FRENTE;DUPLEX;SI;SI;2;SI;SI;;;ARGENPROP.COM/PALERMO;1200 3 DE FEBRERO;3 DE FEBRERO;100;L;PALERMO;14;15.773.573.191;2
        VILLAFLOR AZUCENA;300;188;770000;4095,7;;4;3;;;FRENTE;;SI;SI;3;SI;;TERRAZA;;ZONAPROP/PUERTO MADERO;300 VILLAFLOR AZUCENA;BOULEVAR AZUCENA VILLAFLOR;34;;PUERTO MADERO;1;5.025.406.025;1
        LAMBARE;1100;50;79500;1590;5;3;2;35;;LATERAL;;;;1;SI;;;;ARGENPROP.COM/ALMAGRO;1100 LAMBARE;LAMBARE;100;L;ALMAGRO;5;4.051.222.618;3
        PERON, JUAN DOMINGO, TTE.;4300;31;69900;2254,8;;2;1;40;;LATERAL;;;;1;;;;;ARGENPROP.COM/ALMAGRO;4300 PERON, JUAN DOMINGO, TTE.;TENIENTE GENERAL JUAN DOMINGO PERON;92;L;ALMAGRO;5;4.051.222.618;3
        GUIDO;1800;78;215000;2756,4;;3;2;40;;INTERNO;;;;2;SI;;BALCON;;ARGENPROP.COM/BARRIONORTE;1800 GUIDO;GUIDO;100;L;RECOLETA;2;6.146.826.409;2
        TALCAHUANO;200;110;220000;2000;;5;4;;;FRENTE;;;;0;SI;;;;ZONAPROP.COM_TRIBUNALES;200 TALCAHUANO;TALCAHUANO;100;L;SAN NICOLAS;1;2.288.975.233;1
        3 DE FEBRERO;2100;240;590000;2458,3;;4;3;25;;FRENTE;;SI;SI;5;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BELGRANO;2100 3 DE FEBRERO;3 DE FEBRERO;100;L;BELGRANO;13;7.929.988.805;2
        MONTAÑESES;3100;48;200000;4166,7;;2;1;;A ESTRENAR;FRENTE;;;SI;1;;;TERRAZA;;ZONAPROP/NUÑEZ;3100 MONTAÑESES;MONTAÑESES;100;L;NUÑEZ;13;4.351.538.489;2
        SARANDI;1200;70;106000;1514,3;;3;2;80;;FRENTE;SEMIPISO;;;0;;;BALCON;;ZONAPROP.COM_SAN CRISTOBAL;1200 SARANDI;SARANDI;100;L;SAN CRISTOBAL;3;2.043.952.644;4
        PEREYRA LUCENA;2500;58;137000;2362,1;2;1;1;40;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;2500 PEREYRA LUCENA;PEREYRA LUCENA;37;;PALERMO;14;15.773.573.191;2
        CALLAO;1300;161;500000;3105,6;11;3;3;35;;FRENTE;;;SI;2;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1300 CALLAO;AV. CALLAO;100;L;RECOLETA;2;6.146.826.409;2
        ACASSUSO;6100;46;72000;1565,2;;2;1;;;INTERNO;TIPO CASA;;;0;SI;SI;PATIO;;ZONAPROP.COM_LINIERS;6100 ACASSUSO;ACASSUSO;100;L;LINIERS;9;4.374.207.539;3
        BARCALA;3000;33;62000;1878,8;;2;1;30;;LATERAL;;;;0;SI;;;;ZONAPROP.COM_SAN CRISTOBAL;3000 BARCALA;BARCALA;37;;SAN CRISTOBAL;3;2.043.952.644;4
        MALABIA;1900;37;179000;4837,8;;1;1;;A ESTRENAR;FRENTE;;SI;SI;1;SI;;TERRAZA;;ARGENPROP.COM/PALERMO;1900 MALABIA;MALABIA;100;L;PALERMO;14;15.773.573.191;2
        ACASSUSO;6100;78;130000;1666,7;;3;2;10;;FRENTE;;;;0;SI;SI;BALCON;;ZONAPROP.COM_LINIERS;6100 ACASSUSO;ACASSUSO;100;L;LINIERS;9;4.374.207.539;3
        PEDRAZA MANUELA;3300;147;284504;1940,3;;4;3;;;CONTRAFRENTE;;;SI;3;SI;;TERRAZA;;ZONAPROP/COGHLAN;3300 PEDRAZA MANUELA;MANUELA PEDRAZA;95;L;COGHLAN;12;1.280.052,73;2
        LAMARCA, EMILIO;1900;43;94500;2197,7;;2;1;;A ESTRENAR;CONTRAFRENTE;;SI;SI;0;SI;SI;TERRAZA;;ZONAPROP.COM_VILLA SANTA RITA;1900 LAMARCA, EMILIO;EMILIO LAMARCA;95;L;VILLA SANTA RITA;11;2.153.947.048;3
        DORREGO;2600;51;150000;2941,2;5;2;1;;A ESTRENAR;CONTRAFRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/PALERMO;2600 DORREGO;DORREGO;100;L;PALERMO;14;15.773.573.191;2
        LASCANO;2600;50;125000;2500;;3;2;;;;;;;0;;;;;ZONAPROP.COM_VILLA DEL PARQUE;2600 LASCANO;LASCANO;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        NAZARRE;5900;130;119000;915,4;;3;2;;;FRENTE;;;;2;SI;SI;TERRAZA;;ZONAPROP.COM_VERSALLES;5900 NAZARRE;NAZARRE;100;L;VILLA REAL;10;1.334.764,21;3
        JAURES, JEAN;1000;107;295000;2757;6;3;2;18;;FRENTE;;;SI;3;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;1000 JAURES, JEAN;JEAN JAURES;94;L;BALVANERA;3;4.341.063.997;3
        LIMA;1600;100;95000;950;;4;3;;;FRENTE;;;;2;SI;;TERRAZA;;ZONAPROP/CONSTITUCION;1600 LIMA;LIMA;100;L;CONSTITUCION;1;2.102.671.125;4
        CORDOBA;1300;118;160000;1355,9;;3;2;;60;FRENTE;;;;0;;SI;BALCON;;ZONAPROP.COM_RETIRO;1300 CORDOBA;AV. CORDOBA;100;L;SAN NICOLAS;1;2.288.975.233;1
        FIGUEROA, APOLINARIO, CNEL.;100;59;99000;1678;;3;2;60;;CONTRAFRENTE;;;;0;;SI;;;ZONAPROP.COM_VILLA CRESPO;100 FIGUEROA, APOLINARIO, CNEL.;CNEL. D. APOLINARIO FIGUEROA;92;L;VILLA CRESPO;15;3.613.373.642;3
        MORENO;2900;35;65000;1857,1;;2;1;65;;CONTRAFRENTE;;;;1;;;;;ARGENPROP.COM/BALVANERA;2900 MORENO;MORENO;100;L;BALVANERA;3;4.341.063.997;3
        GOMEZ, VALENTIN;2700;55;102000;1854,5;3;2;2;;A ESTRENAR;INTERNO;;;;0;;;;;ARGENPROP.COM/BALVANERA;2700 GOMEZ, VALENTIN;VALENTIN GOMEZ;95;L;BALVANERA;3;4.341.063.997;3
        ACEVEDO;600;112;215000;1919,6;;3;3;50;;FRENTE;PISO;;;2;SI;;BALCON;;ARGENPROP.COM/PALERMO;600 ACEVEDO;ACEVEDO;100;L;VILLA CRESPO;15;3.613.373.642;3
        MOLIERE;2800;42;78000;1857,1;3;1;1;40;;CONTRAFRENTE;;;;0;;;;;ARGENPROP.COM/VILLADEVOTO;2800 MOLIERE;MOLIERE;100;L;VILLA REAL;10;1.334.764,21;3
        JURAMENTO;5000;53;166000;3132,1;5;1;1;4;;CONTRAFRENTE;DUPLEX;;SI;2;;;;;ARGENPROP.COM/VILLAURQUIZA;5000 JURAMENTO;JURAMENTO;100;L;VILLA URQUIZA;12;5.448.470.069;3
        INCLAN;4200;20;42000;2100;;1;1;40;;LATERAL;;;;1;;;;;ZONAPROP/BOEDO;4200 INCLAN;INCLAN;100;L;BOEDO;5;2.607.835.114;4
        MOLDES;1500;47;127000;2702,1;;1;1;40;;CONTRAFRENTE;;;SI;1;SI;;;;ZONAPROP/BELGRANO;1500 MOLDES;MOLDES;100;L;COLEGIALES;13;2.288.708.124;2
        FRANKLIN;600;84;226820;2700,2;;3;2;;;;;;SI;2;SI;SI;BALCON TERRAZA;;ZONAPROP.COM_PARQUE CENTENARIO;600 FRANKLIN;FRANKLIN;100;L;CABALLITO;6;6.851.079.059;3
        LAPRIDA;1400;192;315000;1640,6;9;4;4;40;;;;;;2;SI;SI;BALCON;;ARGENPROP.COM/BARRIONORTE;1400 LAPRIDA;LAPRIDA;100;L;RECOLETA;2;6.146.826.409;2
        ACHA, MARIANO, GRAL.;1100;87;137500;1580,5;2;4;3;55;;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;1100 ACHA, MARIANO, GRAL.;MARIANO ACHA;90;L;VILLA ORTUZAR;15;1.853.740.362;3
        LOPEZ, CARLOS ANTONIO;3000;38;71500;1881,6;1;0;0;;A ESTRENAR;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/VILLAPUEYRREDON;3000 LOPEZ, CARLOS ANTONIO;CARLOS ANTONIO LOPEZ;96;L;VILLA PUEYRREDON;12;3.302.910,10;3
        GUAYAQUIL;500;135;270000;2000;;4;3;40;;FRENTE;;SI;SI;4;SI;SI;TERRAZA;;ZONAPROP/CABALLITO;500 GUAYAQUIL;GUAYAQUIL;100;L;CABALLITO;6;6.851.079.059;3
        LACROZE, FEDERICO;1900;92;198000;2152,2;16;4;3;45;;FRENTE;;;;1;SI;;TERRAZA;;ARGENPROP.COM/PALERMO;1900 LACROZE, FEDERICO;FEDERICO LACROZE;96;L;PALERMO;14;15.773.573.191;2
        DORREGO;1400;38;79000;2078,9;PB;1;1;;;;;;;1;;;TERRAZA;;ARGENPROP.COM/PALERMO;1400 DORREGO;AV. DORREGO;100;L;CHACARITA;15;3.118.091.649;3
        MANSO JUANA;500;250;950000;3800;;3;2;;A ESTRENAR;FRENTE;;;SI;3;;;TERRAZA;;ZONAPROP/PUERTO MADERO;500 MANSO JUANA;JUANA MANSO;100;L;PUERTO MADERO;1;5.025.406.025;1
        VEGA, NICETO, CNEL.;4700;84;159000;1892,9;;1;1;5;;;;;SI;1;;;BALCON;;ARGENPROP.COM/PALERMO;4700 VEGA, NICETO, CNEL.;CORONEL NICETO VEGA;89;L;PALERMO;14;15.773.573.191;2
        PACHECO;2800;41;108000;2634,1;;2;1;;A ESTRENAR;FRENTE;;;;1;;;;;ARGENPROP.COM/VILLAURQUIZA;2800 PACHECO;PACHECO;100;L;VILLA URQUIZA;12;5.448.470.069;3
        COLOMBRES;100;53;125000;2358,5;4;2;2;;35;FRENTE;;;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;100 COLOMBRES;COLOMBRES;100;L;ALMAGRO;5;4.051.222.618;3
        GUTIERREZ, JUAN MARIA;2700;57;173000;3035,1;7;3;2;50;;CONTRAFRENTE;;;;1;SI;;TERRAZA;;BUSCAINMUEBLE/BARRIO NORTE;2700 GUTIERREZ, JUAN MARIA;JUAN MARIA GUTIERREZ;96;L;RECOLETA;2;6.146.826.409;2
        NAZARRE;2600;90;215000;2388,9;7;3;3;28;;FRENTE;;;;0;;;BALCON;;ARGENPROP.COM/VILLADELPARQUE;2600 NAZARRE;NAZARRE;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
        SANTANDER;1300;47;130000;2766;9;2;1;;A ESTRENAR;FRENTE;;;;2;SI;SI;;;ZONAPROP.COM_PARQUE CHACABUCO;1300 SANTANDER;SANTANDER;100;L;PARQUE CHACABUCO;7;3.833.086.018;4
        MONTES DE OCA, MANUEL;1100;155;250000;1612,9;;4;3;66;;FRENTE;;;;2;SI;SI;TERRAZA;;BUSCAINMUEBLE/BARRACAS;1100 MONTES DE OCA, MANUEL;AV. MANUEL A. MONTES DE OCA;96;L;BARRACAS;4;7.878.302.179;4
        PARANA;1000;38;105000;2763,2;;2;1;;;;;;;1;;;;;ARGENPROP.COM/BARRIONORTE;1000 PARANA;PARANA;100;L;RECOLETA;2;6.146.826.409;2
        RIVADAVIA;10300;70;119000;1700;;4;3;45;;FRENTE;;;;1;SI;;;;ARGENPROP.COM/VILLALURO;10300 RIVADAVIA;AV. RIVADAVIA;100;L;VILLA LURO;10;2.566.739.336;3
        YRIGOYEN, HIPOLITO;3600;38;74900;1971,1;;1;0;9;;FRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/ALMAGRO;3600 YRIGOYEN, HIPOLITO;AV. HIPOLITO YRIGOYEN;96;L;ALMAGRO;5;4.051.222.618;3
        GALLARDO, ANGEL;700;69;115000;1666,7;;2;1;;;;;;;0;;;;;ZONAPROP.COM_PARQUE CENTENARIO;700 GALLARDO, ANGEL;AV. ANGEL GALLARDO;95;L;CABALLITO;6;6.851.079.059;3
        JUJUY;800;37;102950;2782,4;12;1;0;;A ESTRENAR;FRENTE;;;;0;;;;;ZONAPROP.COM_SAN CRISTOBAL;800 JUJUY;AV. JUJUY;100;L;BALVANERA;3;4.341.063.997;3
        MAURE;3500;121;213000;1760,3;;3;2;17;;FRENTE;TRIPLEX;;;2;SI;;TERRAZA;;ZONAPROP/COLEGIALES;3500 MAURE;MAURE;100;L;CHACARITA;15;3.118.091.649;3
        CORREA;4700;68;155000;2279,4;;3;2;;;CONTRAFRENTE;;;SI;1;;;TERRAZA;;BUSCAINMUEBLE/SAAVEDRA;4700 CORREA;CORREA;100;L;SAAVEDRA;12;5.536.171.349;2
        CORRIENTES;5800;32;82000;2562,5;;1;0;;A ESTRENAR;CONTRAFRENTE;;;;0;;;BALCON;;ZONAPROP.COM_VILLA CRESPO;5800 CORRIENTES;AV. CORRIENTES;100;L;VILLA CRESPO;15;3.613.373.642;3
        FREIRE, RAMON, CAP. GRAL.;2400;70;239000;3414,3;;3;2;;A ESTRENAR;CONTRAFRENTE;;;SI;2;SI;;TERRAZA;;ZONAPROP/COGHLAN;2400 FREIRE, RAMON, CAP. GRAL.;CAPITAN GENERAL RAMON FREIRE;89;L;BELGRANO;13;7.929.988.805;2
        DORREGO;2400;79;230000;2911,4;2;3;2;6;;CONTRAFRENTE;;;;2;SI;;BALCON;;ARGENPROP.COM/PALERMO;2400 DORREGO;DORREGO;100;L;PALERMO;14;15.773.573.191;2
        RAMOS MEJIA;900;72;161000;2236,1;8;3;2;;A ESTRENAR;FRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE CENTENARIO;900 RAMOS MEJIA;RAMOS MEJIA;100;L;CABALLITO;6;6.851.079.059;3
        MORENO, JOSE MARIA;1900;126;172000;1365,1;1;3;2;46;;FRENTE;POR ESCALERA;SI;;0;SI;SI;TERRAZA;;ZONAPROP.COM_PARQUE CHACABUCO;1900 MORENO, JOSE MARIA;AV. JOSE MARIA MORENO;96;L;PARQUE CHACABUCO;7;3.833.086.018;4
        BALCARCE, FLORENCIO;100;160;370000;2312,5;;4;3;40;;FRENTE;;SI;SI;2;SI;;TERRAZA;;ZONAPROP/CABALLITO;100 BALCARCE, FLORENCIO;FLORENCIO BALCARCE;96;L;CABALLITO;6;6.851.079.059;3
