LIBERTAD;800;29;75000;2586,2;;1;0;;;CONTRAFRENTE;;;;0;;;;;ZONAPROP.COM_RETIRO;800 LIBERTAD;LIBERTAD;100;L;SAN NICOLAS;1;2.288.975.233;1
EUCLIDES;4800;53;87500;1650,9;;3;2;;;;;;;1;;;;;ARGENPROP.COM/VILLALURO;4800 EUCLIDES;EUCLIDES;37;;VILLA LURO;10;2.566.739.336;3
MILLER;3600;97;225000;2319,6;3;2;2;;A ESTRENAR;CONTRAFRENTE;;;SI;2;SI;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;3600 MILLER;MILLER;100;L;SAAVEDRA;12;5.536.171.349;2
BAIGORRIA;3300;102;210000;2058,8;5;4;3;40;;FRENTE;;;SI;1;SI;;;;ARGENPROP.COM/VILLADELPARQUE;3300 BAIGORRIA;BAIGORRIA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
INDEPENDENCIA;4100;105;245000;2333,3;;4;3;7;;FRENTE;;;;2;SI;;;;INMUEBLESCLARIN.COM/ALMAGRO;4100 INDEPENDENCIA;AV. INDEPENDENCIA;100;L;BOEDO;5;2.607.835.114;4
ANASAGASTI;2000;160;308000;1925;;3;2;80;;FRENTE;;;;2;;SI;TERRAZA;;ARGENPROP.COM/PALERMO;2000 ANASAGASTI;ANASAGASTI;37;;PALERMO;14;15.773.573.191;2
LAVALLE;1620;60;115000;1916,7;;3;2;;;FRENTE;;;;0;;;BALCON;RECIC;ZONAPROP.COM_MONSERRAT;1620 LAVALLE;LAVALLE;100;L;SAN NICOLAS;1;2.288.975.233;1
BELGRANO;2200;110;155000;1409,1;;3;2;60;;FRENTE;;;;0;SI;SI;BALCON;;INMUEBLESCLARIN.COM/BALVANERA;2200 BELGRANO;AV. BELGRANO;100;L;BALVANERA;3;4.341.063.997;3
SANTA FE;3000;101;315000;3118,8;9;3;2;35;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;INMUEBLESCLARIN.COM/BARIO NORTE;3000 SANTA FE;AV. SANTA FE;100;L;RECOLETA;2;6.146.826.409;2
COLOMBRES;100;43;75000;1744,2;4;2;1;;44;LATERAL;;;;1;SI;;;;ARGENPROP.COM/ALMAGRO;100 COLOMBRES;COLOMBRES;100;L;ALMAGRO;5;4.051.222.618;3
PLAZA;1000;53;106000;2000;;2;1;;A ESTRENAR;;;;;0;;;BALCON;;ZONAPROP.COM_VILLA ORTUZAR;1000 PLAZA;PLAZA;100;L;VILLA ORTUZAR;15;1.853.740.362;3
RUIZ HUIDOBRO;3900;115;232000;2017,4;;5;4;33;;FRENTE;;SI;SI;2;;;;;BUSCAINMUEBLE/SAAVEDRA;3900 RUIZ HUIDOBRO;AV. RUIZ HUIDOBRO;100;L;SAAVEDRA;12;5.536.171.349;2
HABANA;3900;165;650000;3939,4;;4;3;;A ESTRENAR;;;SI;SI;3;SI;;TERRAZA;;ARGENPROP.COM/VILLADEVOTO;3900 HABANA;HABANA;100;L;VILLA DEVOTO;11;6.403.818.336;3
LOPEZ, VICENTE;2200;35;155000;4428,6;;1;0;;;FRENTE;;;;0;;;;;INMUEBLESCLARIN.COM/BARIO NORTE;2200 LOPEZ, VICENTE;VICENTE LOPEZ;95;L;RECOLETA;2;6.146.826.409;2
MANSO JUANA;400;350;1500000;4285,7;;5;4;;;FRENTE;;SI;SI;5;SI;;TERRAZA;;ZONAPROP/PUERTO MADERO;400 MANSO JUANA;JUANA MANSO;100;L;PUERTO MADERO;1;5.025.406.025;1
DE LOS INCAS;4800;87;148000;1701,1;1;2;2;;A ESTRENAR;FRENTE;;;;2;SI;;TERRAZA;;ARGENPROP.COM/VILLAURQUIZA;4800 DE LOS INCAS;AV. DE LOS INCAS;100;L;PARQUE CHAS;15;1.384.889.921;3
PINO, VIRREY DEL;2400;40;80000;2000;;2;1;50;;LATERAL;;;;1;;;;;ZONAPROP/BELGRANO;2400 PINO, VIRREY DEL;VIRREY DEL PINO;95;L;BELGRANO;13;7.929.988.805;2
RIVADAVIA;3400;21;55000;2619;11;1;1;35;;CONTRAFRENTE;;;;1;;;TERRAZA;;BUSCAINMUEBLE/ALMAGRO;3400 RIVADAVIA;AV. RIVADAVIA;100;L;BALVANERA;3;4.341.063.997;3
O'HIGGINS;2300;205;470000;2292,7;;4;3;35;;FRENTE;;;SI;4;SI;SI;TERRAZA;;ZONAPROP/NUÑEZ;2300 O'HIGGINS;O' HIGGINS;92;L;BELGRANO;13;7.929.988.805;2
VENEZUELA;900;54;98000;1814,8;;2;1;85;;FRENTE;;;;0;SI;SI;BALCON;;ZONAPROP.COM_MONSERRAT;900 VENEZUELA;VENEZUELA;100;L;MONTSERRAT;1;2.200.624.563;1
BOULOGNE SUR MER;600;80;110000;1375;;0;0;60;;CONTRAFRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/ABASTO;600 BOULOGNE SUR MER;BOULOGNE SUR MER;100;L;BALVANERA;3;4.341.063.997;3
SAN JUAN;2700;70;130000;1857,1;;3;2;30;;;;;;0;;;;;ZONAPROP.COM_SAN CRISTOBAL;2700 SAN JUAN;AV. SAN JUAN;100;L;SAN CRISTOBAL;3;2.043.952.644;4
LAVALLEJA;700;129;276000;2139,5;1;3;3;;;FRENTE;;;SI;2;;;TERRAZA;;ARGENPROP.COM/VILLACRESPO;700 LAVALLEJA;LAVALLEJA;100;L;VILLA CRESPO;15;3.613.373.642;3
MATIENZO BENJAMINTTE.;1600;144;390000;2708,3;9;3;3;35;;FRENTE;;SI;SI;2;;SI;TERRAZA;;ARGENPROP.COM/PALERMO;1600 MATIENZO BENJAMINTTE.;TTE. BENJAMIN MATIENZO;91;L;PALERMO;14;15.773.573.191;2
ALVEAR;1400;151;680000;4503,3;;4;3;;;FRENTE;;SI;SI;2;SI;SI;TERRAZA;;BUSCAINMUEBLE/BARRIO NORTE;1400 ALVEAR;AV. ALVEAR;100;L;RETIRO;1;4.547.765.746;1
JUSTO, JUAN B.;9100;52;88000;1692,3;;3;2;45;;FRENTE;;;SI;0;SI;;;;ZONAPROP.COM_VERSALLES;9100 JUSTO, JUAN B.;AV. JUAN B. JUSTO;90;L;LINIERS;9;4.374.207.539;3
JUJUY;1000;459;550000;1198,3;;5;4;;;FRENTE;;;;5;;;;;ZONAPROP.COM_SAN CRISTOBAL;1000 JUJUY;AV. JUJUY;100;L;SAN CRISTOBAL;3;2.043.952.644;4
TANDIL;5600;33;50000;1515,2;;1;0;3;;CONTRAFRENTE;;;;0;SI;SI;TERRAZA;;ZONAPROP.COM_MATADEROS;5600 TANDIL;TANDIL;100;L;MATADEROS;9;7.398.564,74;4
RODRIGUEZ PEÑA;1700;38;195000;5131,6;1;0;0;2;;FRENTE;;;SI;1;;;BALCON;;ARGENPROP.COM/BARRIONORTE;1700 RODRIGUEZ PEÑA;RODRIGUEZ PEÑA;90;L;RECOLETA;2;6.146.826.409;2
DIAZ, CNEL.;2500;32;115500;3609,4;4;2;1;50;;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;2500 DIAZ, CNEL.;AV. CORONEL DIAZ;88;L;PALERMO;14;15.773.573.191;2
SEGUI JUAN FRANCISCO;4600;300;850000;2833,3;5;4;4;28;;FRENTE;PISO;SI;SI;4;;;BALCON;;ARGENPROP.COM/PALERMO;4600 SEGUI JUAN FRANCISCO;JUAN FRANCISCO SEGUI;96;L;PALERMO;14;15.773.573.191;2
VUELTA DE OBLIGADO;4000;49;118000;2408,2;2;3;2;45;;FRENTE;;;;1;SI;;TERRAZA;;BUSCAINMUEBLE/NUÑEZ;4000 VUELTA DE OBLIGADO;VUELTA DE OBLIGADO;100;L;NUÑEZ;13;4.351.538.489;2
BULNES;1200;37;96159;2598,9;4;0;0;;A ESTRENAR;CONTRAFRENTE;;;;1;;;BALCON;;ARGENPROP.COM/PALERMO;1200 BULNES;BULNES;100;L;ALMAGRO;5;4.051.222.618;3
AMENABAR;2500;147;269900;1836,1;2;5;3;20;;FRENTE;;;SI;4;;;;;;2500 AMENABAR;AMENABAR;100;L;BELGRANO;13;7.929.988.805;2
MONTEVIDEO;1600;167;480000;2874,3;4;4;3;60;;FRENTE;;SI;SI;0;SI;SI;;;INMUEBLESCLARIN.COM/BARIO NORTE;1600 MONTEVIDEO;MONTEVIDEO;100;L;RECOLETA;2;6.146.826.409;2
HUMBOLDT;2400;70;270000;3857,1;7;3;2;1;;;;;SI;0;;;BALCON TERRAZA;;ARGENPROP.COM/PALERMO;2400 HUMBOLDT;HUMBOLDT;100;L;PALERMO;14;15.773.573.191;2
BALBASTRO;2000;55;65900;1198,2;1;2;1;60;;FRENTE;POR ESCALERA;;;0;SI;SI;PATIO;;ZONAPROP.COM_PARQUE CHACABUCO;2000 BALBASTRO;BALBASTRO;100;L;PARQUE CHACABUCO;7;3.833.086.018;4
PAVON;3800;70;130000;1857,1;;3;2;31;;FRENTE;;;;1;SI;;TERRAZA;;ZONAPROP/BOEDO;3800 PAVON;AV. PAVON;100;L;BOEDO;5;2.607.835.114;4
CARRIL, SALVADOR MARIA DEL;2600;80;235000;2937,5;4;2;2;5;;FRENTE;;;SI;2;SI;;BALCON;;ARGENPROP.COM/VILLAPUEYRREDON;2600 CARRIL, SALVADOR MARIA DEL;AV. SALVADOR MARIA DEL CARRIL;97;L;AGRONOMIA;15;2.122.760,91;3
ALVEAR, MARCELO T. DE;2100;102;210000;2058,8;;2;2;60;;FRENTE;;;;1;SI;SI;;;ARGENPROP.COM/BARRIONORTE;2100 ALVEAR, MARCELO T. DE;MARCELO T. DE ALVEAR;93;L;RECOLETA;2;6.146.826.409;2
BOEDO;500;45;95000;2111,1;;2;1;;;;;;;1;;;BALCON;;ARGENPROP.COM/ALMAGRO;500 BOEDO;AV. BOEDO;100;L;ALMAGRO;5;4.051.222.618;3
BERUTI;3300;49;220000;4489,8;;2;1;;A ESTRENAR;FRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/BARRIONORTE;3300 BERUTI;BERUTI;100;L;RECOLETA;2;6.146.826.409;2
BAIGORRIA;3100;32;98000;3062,5;;2;1;30;;FRENTE;;SI;SI;0;SI;SI;TERRAZA;;ZONAPROP.COM_VILLA DEL PARQUE;3100 BAIGORRIA;BAIGORRIA;100;L;VILLA DEL PARQUE;11;3.398.880.018;3
HONDURAS;3800;53;178000;3358,5;1;2;2;;A ESTRENAR;FRENTE;SEMIPISO;;;2;;;BALCON;;ARGENPROP.COM/PALERMO;3800 HONDURAS;HONDURAS;100;L;PALERMO;14;15.773.573.191;2
AVILES, VIRREY;3800;200;290000;1450;;5;4;;;FRENTE;;;;0;;;TERRAZA;;ZONAPROP.COM_VILLA ORTUZAR;3800 AVILES, VIRREY;VIRREY AVILES;95;L;VILLA ORTUZAR;15;1.853.740.362;3
SEGUROLA;1500;39;77000;1974,4;;1;1;10;;FRENTE;;SI;;1;SI;;TERRAZA;;ZONAPROP/MONTE CASTRO;1500 SEGUROLA;AV. SEGUROLA;100;L;VELEZ SARSFIELD;10;2.400.948.744;3
CONESA;100;38;90000;2368,4;5;1;1;;25;CONTRAFRENTE;;;;1;SI;;BALCON;;ARGENPROP.COM/PALERMO;100 CONESA;CONESA;100;L;PALERMO;14;15.773.573.191;2
ACOYTE;200;106;189000;1783;3;4;3;35;;FRENTE;;SI;SI;0;;SI;PATIO;;ZONAPROP.COM_PARQUE CENTENARIO;200 ACOYTE;AV. ACOYTE;100;L;CABALLITO;6;6.851.079.059;3
DIAZ COLODRERO;2600;48;127500;2656,3;6;1;1;27;;FRENTE;;;SI;1;SI;;BALCON;;ARGENPROP.COM/VILLAURQUIZA;2600 DIAZ COLODRERO;DIAZ COLODRERO;100;L;VILLA URQUIZA;12;5.448.470.069;3
